"Name","Disabled","Speed","PreExplosionTimeMs","Radius","IgnoreCloseWalls","Indirect","ConstantFlyTime","TriggerWithDelayMs","BouncePercent","Gravity","EarlyTicks","OnAllyHitActions","OnEnemyHitActions","AreaEffect2DamagePercent","SpawnCharacter","AreaEffectTrailMinDistance","ShotByHero","IsBeam","IsBouncing","DistanceAddFromBounce","MaxDistanceBounces","PiercesCharacters","PiercesEnvironment","PiercesEnvironmentLikeButter","PushbackStrength","PushbackType","OverridePushbackSpeed","MaxZDuringPushback","ChainsToEnemies","ChainBullets","ChainBulletsMax","ChainSpread","ChainTravelDistance","ExecuteChainSpecialCase","DamagePercentStart","DamagePercentEnd","DamageChangeStartPromille","DamageChangeEndPromille","IgnoreDamageChangeForUltiCharge","DamagesConstantlyTickDelay","FreezeStrength","FreezeDurationMS","StunLengthMS","PartialStunPromille","SilenceDurationMS","ScaleStart","ScaleEnd","AttractsPet","LifeStealPercent","PassesEnvironment","SuppressHealing","SuppressHealingTicks","ConsumableShield","ConsumableShieldTicks","DamageOnlyWithOneProj","HealOwnPercent","GrapplesEnemy","KickBack","MinDistanceForSpread","IsFriendlyHomingMissile","BoomerangType","CanHitAgainAfterBounce","IsHomingMissile","UltiChargeChangePercent","TravelType","TravelTypeVariable","TravelTypeVariable2","IgnoreLevelBorder","SteerStrength","SteerIgnoreTicks","HomeDistance","SteerLifeTime","DoNotForceShow","UniqueProperty","CustomUniquePropertyValue","Zoffset"
"MegaBossStickyBombOverchargedUltiProjectileBounce2","","700","","0","","","true","","","60","1","","","","","","","","TRUE","","","TRUE","","","","","","","","1","","","15","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombOverchargedUltiProjectileBounce3","","700","","0","","","true","","","60","1","","","","","","","","TRUE","","","TRUE","","","","","","","","1","","","15","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombOverchargedUltiProjectileBounce4","","700","","0","","","true","","","60","1","","","","","","","","TRUE","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombProjectileLarge","","3000","","200","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","",""
"MegaBossStickyBombUltiBulletExplodeProjectileLarge","","2500","","100","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombUltiBulletExplodeProjectile","","2500","","100","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossMosquitoProjectile","","2200","","110","","","","","","0","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","18","",""
"MegaBossMosquitoProjectileLarge","","2600","","180","","","","","","0","3","","","","","","true","","true","8000","2","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","18","",""
"UndertakerGadgetSkillBatsProjectile","","1000","","100","","","","","","10","1","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","20","",""
"UndertakerGadgetSkillBatsProjectileBuddy","","1000","","100","","","","","","10","1","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","100","true","","","","","","","","","","","","","","","","","","","","","","","","20","",""
"MegaBossGhostProjectile","","800","","100","","","","","","0","","","","","","","true","","true","1000","4","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","",""
"ShotgunGirlProjectileGadgetSkillBuddy","","4300","","0","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossTrickshotDude2Projectile","","900","","85","","","","","","0","","","","","","","true","","true","3000","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","",""
"MegaBossTrickshotDude2UltiProjectile","","1300","","85","","","","","","0","","","","","","","true","","true","3000","5","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","",""
"MegaBossTrickshotDude2ProjectileLarge","","900","","150","","","","","","0","","","","","","","true","","true","3000","5","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","",""
"MegaBossTrickshotDude2ProjectileLargeExtra","","1600","","250","","","","","","0","","","","","","","true","","true","3000","5","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","",""
